CASE	FILES	SENT_ID	LEFT	NODE	RIGHT	NODE_SENTENCES	WORD_CLASS	USE	SYN_FUNC_NODE	PATTERN	MP	LU_POST	BODY_PART	LU	LU_GLOSS	LU_POS	NEGATION	METONYMY	SFRAME	SFRAME_URL	SFRAME_RELATED	SFRAME_RELATED_URL	SFRAME_RELATED_LINK	ROLEMAPPING_TD_IN_SFRAME	CM_ROLEMAPPING	CM_BROADER	MAP1	MAP2	MAP3	MAP4	NOTES
9486	ind_wikipedia_2016_1M	55001	Ayahnya sangat	marah	dan menyuruh Barbara meninggalkan agama Kristen.	Ayahnya sangat <m>marah</m> dan menyuruh Barbara meninggalkan agama Kristen.	adjective		predicative																						
2034	ind_mixed_2012_1M	737239	Putut Permati dan Putut Manengah yang menjadi sangat	marah	karena Glagah Putih telah melukai seorang saudara seperguruan mereka.	Putut Permati dan Putut Manengah yang menjadi sangat <m>marah</m> karena Glagah Putih telah melukai seorang saudara seperguruan mereka.	adjective		predicative																						
10740	ind_wikipedia_2016_1M	877571	Sharpay sangat	marah	ketika mengetahui kalau Gabriella juga bekerja sebagai salah satu lifeguard di klubnya, tapi tidak bisa memecatnya.	Sharpay sangat <m>marah</m> ketika mengetahui kalau Gabriella juga bekerja sebagai salah satu lifeguard di klubnya, tapi tidak bisa memecatnya.	adjective		predicative																						
10352	ind_wikipedia_2016_1M	558584	Murni sangat	marah	.	Murni sangat <m>marah</m>.	adjective		predicative																						
10925	ind_wikipedia_2016_1M	998229	Zabuza sangat	marah	kepada Gatou dan mencoba membunuhnya saat itu.	Zabuza sangat <m>marah</m> kepada Gatou dan mencoba membunuhnya saat itu.	adjective		predicative																						
1713	ind_mixed_2012_1M	616051	Jin Ho berkata ia sangat	marah	, aku minta maaf tapi aku tidak tahan lagi.	Jin Ho berkata ia sangat <m>marah</m>, aku minta maaf tapi aku tidak tahan lagi.	adjective		predicative																						
10054	ind_wikipedia_2016_1M	415649	Keith, p. 149. Akibat keikutsertaan PAP dalam pemilu Malaysia, pemimpin-pemimpin UMNO sangat	marah	kepada PAP.	Keith, p. 149. Akibat keikutsertaan PAP dalam pemilu Malaysia, pemimpin-pemimpin UMNO sangat <m>marah</m> kepada PAP.	adjective		predicative																						
10561	ind_wikipedia_2016_1M	742348	Rama dan Talitha sangat	marah	dengan pembalasan ini.	Rama dan Talitha sangat <m>marah</m> dengan pembalasan ini.	adjective		predicative																						
2764	ind_mixed_2012_1M	990122	Ó Mendengar kata-kata Amr, Abu Musa sangat	marah	.	Ó Mendengar kata-kata Amr, Abu Musa sangat <m>marah</m>.	adjective		predicative																						
7221	ind_web_2011_300K	225887	Panembahan Senapati menjadi sangat	marah	atas usaha pembunuhan terhadap Ki Juru Martani.	Panembahan Senapati menjadi sangat <m>marah</m> atas usaha pembunuhan terhadap Ki Juru Martani.	adjective		predicative																						
6860	ind_web_2011_300K	56175	Ternyata Rara Wulan telah menjadi sangat	marah	atas perlakuan orang itu.	Ternyata Rara Wulan telah menjadi sangat <m>marah</m> atas perlakuan orang itu.	adjective		predicative																						
9610	ind_wikipedia_2016_1M	142116	Dalam pesta ulang tahun tersebut, Kaede juga mengundang Tsukushi yang membuat Tsukasa sangat	marah	terhadap Kaede, ditambah Tsukasa tidak tahu apapun tentang pertunangan yang diumumkan oleh Kaede.	Dalam pesta ulang tahun tersebut, Kaede juga mengundang Tsukushi yang membuat Tsukasa sangat <m>marah</m> terhadap Kaede, ditambah Tsukasa tidak tahu apapun tentang pertunangan yang diumumkan oleh Kaede.	adjective		predicative																						
435	ind_mixed_2012_1M	153708	Saya waktu itu sangat	marah	.	Saya waktu itu sangat <m>marah</m>.	adjective		predicative																						
12376	ind-id_web_2015_3M	1208301	Kanker bukan berkat, dan Noreen Fraser sangat	marah	dengan penyakitnya itu.	Kanker bukan berkat, dan Noreen Fraser sangat <m>marah</m> dengan penyakitnya itu.	adjective		predicative																						
657	ind_mixed_2012_1M	234776	Laporan tentang pertempuran-pertempuran itu membuat Kangjeng Adipati Pati menjadi sangat	marah	.	Laporan tentang pertempuran-pertempuran itu membuat Kangjeng Adipati Pati menjadi sangat <m>marah</m>.	adjective		predicative																						
5439	ind_newscrawl_2012_1M	350302	Tapi ketika ia mendengar Bilko berada di pangkalan itu, ia malahan menjadi sangat	marah	.	Tapi ketika ia mendengar Bilko berada di pangkalan itu, ia malahan menjadi sangat <m>marah</m>.	adjective		predicative																						
6028	ind_newscrawl_2012_1M	998749	Mama dan papa TASYA sangat	marah	.	Mama dan papa TASYA sangat <m>marah</m>.	adjective		predicative																						
6763	ind_web_2011_300K	13362	Pemimpin segerombolan perampok itu menjadi sangat	marah	.	Pemimpin segerombolan perampok itu menjadi sangat <m>marah</m>.	adjective		predicative																						
4241	ind_newscrawl_2011_1M	227592	AMARA sangat	marah	saat mengetahui niat KASIH yang ingin minta tolong kepada papanya.	AMARA sangat <m>marah</m> saat mengetahui niat KASIH yang ingin minta tolong kepada papanya.	adjective		predicative																						
2572	ind_mixed_2012_1M	929171	Dan melihatnya, Heechul menjadi sangat	marah	.	Dan melihatnya, Heechul menjadi sangat <m>marah</m>.	adjective		predicative																						
11947	ind-id_web_2015_3M	528456	ÒDan apabila seseorang dari mereka diberi kabar dengan (kelahiran) anak perempuan, hitamlah (merah padamlah) mukanya, dan dia sangat	marah	.Õ	ÒDan apabila seseorang dari mereka diberi kabar dengan (kelahiran) anak perempuan, hitamlah (merah padamlah) mukanya, dan dia sangat <m>marah</m>.Õ	adjective		predicative																						
1204	ind_mixed_2012_1M	432173	Dia sangat	marah	ketika melihat Guan Yu dan pergi melawannya.	Dia sangat <m>marah</m> ketika melihat Guan Yu dan pergi melawannya.	adjective		predicative																						
7979	ind_web_2012_1M	291419	Firman sangat	marah	pada Dina.	Firman sangat <m>marah</m> pada Dina.	adjective		predicative																						
12658	ind-id_web_2015_3M	1568531	Melihat kejadian tersebut, para Dewa sangat	marah	dengan kelakuan sang gadis, sejak saat itu, Dewa mengubah semua bunga naupaka menjadi setengah bunga.	Melihat kejadian tersebut, para Dewa sangat <m>marah</m> dengan kelakuan sang gadis, sejak saat itu, Dewa mengubah semua bunga naupaka menjadi setengah bunga.	adjective		predicative																						
10283	ind_wikipedia_2016_1M	517058	Melihat Larasati, Monik sangat	marah	dan menghancurkan sepeda Larasati, karena Monik cemburu melihat Dimas membela Larasati.	Melihat Larasati, Monik sangat <m>marah</m> dan menghancurkan sepeda Larasati, karena Monik cemburu melihat Dimas membela Larasati.	adjective		predicative																						
9743	ind_wikipedia_2016_1M	247516	Eustace sangat	marah	dan dia melempar televisinya, Le Quack terlihat di dalam televisi dan menunjukannya lari dari penjara yang terbakar, dan berkata: They have not heard the last of Le Quack yang artinya Mereka tidak melihat akhir dari Le Quack.	Eustace sangat <m>marah</m> dan dia melempar televisinya, Le Quack terlihat di dalam televisi dan menunjukannya lari dari penjara yang terbakar, dan berkata: They have not heard the last of Le Quack yang artinya Mereka tidak melihat akhir dari Le Quack.	adjective		predicative																						
1061	ind_mixed_2012_1M	384641	Siti Zubaidah, tatkala diketahul bahwa Abu Nawas lah yang mengajarkan rahasta itu kepada Sultan Harun, sangat	marah	.	Siti Zubaidah, tatkala diketahul bahwa Abu Nawas lah yang mengajarkan rahasta itu kepada Sultan Harun, sangat <m>marah</m>.	adjective		predicative																						
46	ind_mixed_2012_1M	11793	Meng Jiangnu sangat	marah	kepada Liu Qi namun dia berpura-pura setuju untuk menikah dengannya.	Meng Jiangnu sangat <m>marah</m> kepada Liu Qi namun dia berpura-pura setuju untuk menikah dengannya.	adjective		predicative																						
5372	ind_newscrawl_2012_1M	280753	Tapi saat ini saya sangat	marah	.	Tapi saat ini saya sangat <m>marah</m>.	adjective		predicative																						
10183	ind_wikipedia_2016_1M	491811	Li Yuan sangat	marah	mendengarnya, namun putra keduanya, Li Shimin sangat terkesan dan dia menyarankan ayahnya agar tidak menghukum mati orang yang setia sepertinya sehingga ia dibebaskan.	Li Yuan sangat <m>marah</m> mendengarnya, namun putra keduanya, Li Shimin sangat terkesan dan dia menyarankan ayahnya agar tidak menghukum mati orang yang setia sepertinya sehingga ia dibebaskan.	adjective		predicative																						
8026	ind_web_2012_1M	316028	Tembak remaja kerana pakai seluar baggy Posted: 10 May 2011 05:00 PM PDT Polisi di Tennessee mengatakan Kenneth 45 tahun menjadi sangat	marah	pada remaja yang memakai seluarbaggy dan dia menembak anak muda itu di punggungnya.	Tembak remaja kerana pakai seluar baggy Posted: 10 May 2011 05:00 PM PDT Polisi di Tennessee mengatakan Kenneth 45 tahun menjadi sangat <m>marah</m> pada remaja yang memakai seluarbaggy dan dia menembak anak muda itu di punggungnya.	adjective		predicative																						
1374	ind_mixed_2012_1M	494319	Istrinya menjadi sangat	marah	kepadanya dan ia menjerit-jerit kepada suaminya, tetapi semuanya sia-sia.	Istrinya menjadi sangat <m>marah</m> kepadanya dan ia menjerit-jerit kepada suaminya, tetapi semuanya sia-sia.	adjective		predicative																						
13238	ind-id_web_2015_3M	2514924	Sementara Tyreese sangat	marah	karena kekasihnya dibunuh dan dibakar.	Sementara Tyreese sangat <m>marah</m> karena kekasihnya dibunuh dan dibakar.	adjective		predicative																						
3290	ind_news_2009_300K	254264	"""Peer dan keluarganya sangat"	marah	dan kecewa dengan keputusan Uni Emirat Arab dan juga dampaknya secara profesional dan pribadi.	"""Peer dan keluarganya sangat <m>marah</m> dan kecewa dengan keputusan Uni Emirat Arab dan juga dampaknya secara profesional dan pribadi."	adjective		predicative																						
9573	ind_wikipedia_2016_1M	110981	Bu Lia melihat Dinita dan sangat	marah	dengannya, lalu memintanya mengaku tentang semuanya.	Bu Lia melihat Dinita dan sangat <m>marah</m> dengannya, lalu memintanya mengaku tentang semuanya.	adjective		predicative																						
9692	ind_wikipedia_2016_1M	191826	Dia sangat	marah	karena merasa Wulan telah mencuri lagunya dan dia ingin mencari tahu siapa yang bertanggung-jawab terhadap ini semua.	Dia sangat <m>marah</m> karena merasa Wulan telah mencuri lagunya dan dia ingin mencari tahu siapa yang bertanggung-jawab terhadap ini semua.	adjective		predicative																						
4239	ind_newscrawl_2011_1M	224826	Melihat itu, Nelly sangat	marah	dan menyuruh Kasih kembali mengeluarkan foto Aisyah.	Melihat itu, Nelly sangat <m>marah</m> dan menyuruh Kasih kembali mengeluarkan foto Aisyah.	adjective		predicative																						
961	ind_mixed_2012_1M	346702	Prabu Jaya Purusa sangat	marah	dan segera turun ke keputrian hendak melihat pandungaguna tadi.	Prabu Jaya Purusa sangat <m>marah</m> dan segera turun ke keputrian hendak melihat pandungaguna tadi.	adjective		predicative																						
1020	ind_mixed_2012_1M	370301	"Nabi Adam berkata: ""Hari ini, Tuhanku sangat"	marah	, begitu marah sebelumnya.	"Nabi Adam berkata: ""Hari ini, Tuhanku sangat <m>marah</m>, begitu marah sebelumnya."	adjective		predicative																						
13098	ind-id_web_2015_3M	2259545	Santai,	marah	, kecewa, curiga, atau malah jangan-jangan tertawa?	Santai, <m>marah</m>, kecewa, curiga, atau malah jangan-jangan tertawa?	adjective		predicative																						
12040	ind-id_web_2015_3M	717624	Di Negeri Kelahiran Hitler itu, cucu sastrawan	Marah	Roesli ini akan menggabungkan antara musik kontemporer, alternatif dan tradisional.	Di Negeri Kelahiran Hitler itu, cucu sastrawan <m>Marah</m> Roesli ini akan menggabungkan antara musik kontemporer, alternatif dan tradisional.	proper_name		head_noun																						
4001	ind_newscrawl_2011_1M	3549	Itu yang saya	marah	, mengerti nggak?	Itu yang saya <m>marah</m>, mengerti nggak?	adjective		predicative																						
6171	ind_newscrawl_2015_300K	270869	Suami saya	marah	dan merasa kesal.	Suami saya <m>marah</m> dan merasa kesal.	adjective		predicative																						
9110	ind_web_2012_1M	856095	2. Kemarahan Contoh: saya	marah	pada diri sendiri karena telah menyia yiakan kerja keras orang tua saya yang membanting tulang hanya untuk menyekolahkan saya dan memberi saya makan.	2. Kemarahan Contoh: saya <m>marah</m> pada diri sendiri karena telah menyia yiakan kerja keras orang tua saya yang membanting tulang hanya untuk menyekolahkan saya dan memberi saya makan.	adjective		predicative																						
7729	ind_web_2012_1M	161946	"""Yer la, hensem pun hensem la, tapi saya"	marah	"betul la, dia tu mintak maaf macam tak ikhlas jer, geram saya dibuatnya"", luah Ainul."	"""Yer la, hensem pun hensem la, tapi saya <m>marah</m> betul la, dia tu mintak maaf macam tak ikhlas jer, geram saya dibuatnya"", luah Ainul."	adjective		predicative																						
5697	ind_newscrawl_2012_1M	627302	ÒBenar ketemu di rutan Pondok Bambu, tapi tidak benar kalau pernah minta agar nama saya tidak disebut-sebut, tidak dikorbankan sendiri apalagi kalau saya	marah	Senayan akan saya bikin tsunami lebih dahsyat.	ÒBenar ketemu di rutan Pondok Bambu, tapi tidak benar kalau pernah minta agar nama saya tidak disebut-sebut, tidak dikorbankan sendiri apalagi kalau saya <m>marah</m> Senayan akan saya bikin tsunami lebih dahsyat.	adjective		predicative																						
1158	ind_mixed_2012_1M	415029	Di Bandara Soekarno-Hatta, saya	marah	melihat petugas imigrasi yang membiarkan orang-orang (calo mungkin) yang memberikan formulir (gratis) yang harus diisi warganegara yang kembali dari luar negeri.	Di Bandara Soekarno-Hatta, saya <m>marah</m> melihat petugas imigrasi yang membiarkan orang-orang (calo mungkin) yang memberikan formulir (gratis) yang harus diisi warganegara yang kembali dari luar negeri.	adjective		predicative																						
6182	ind_newscrawl_2015_300K	295133	"""Waktu Rabu malam itu (minggu lalu) saya tetap ketemu beliau dan saya"	marah	.	"""Waktu Rabu malam itu (minggu lalu) saya tetap ketemu beliau dan saya <m>marah</m>."	adjective		predicative																						
8828	ind_web_2012_1M	718621	Tiga tahun (usai perkosaan itu) saya	marah	terhadap suami saat proses perceraian.	Tiga tahun (usai perkosaan itu) saya <m>marah</m> terhadap suami saat proses perceraian.	adjective		predicative																						
4506	ind_newscrawl_2011_1M	475248	Saya dan ayah saya	marah	dan tidak bisa terima hak tersebut karena saya merasa tertipu.	Saya dan ayah saya <m>marah</m> dan tidak bisa terima hak tersebut karena saya merasa tertipu.	adjective		predicative																						
5953	ind_newscrawl_2012_1M	905952	Saya	marah	pada Kyu Hyun dan emosiku memuncak sehingga saya melangkah ke luar.	Saya <m>marah</m> pada Kyu Hyun dan emosiku memuncak sehingga saya melangkah ke luar.	adjective		predicative																						
9114	ind_web_2012_1M	859617	Saya	marah	","" kata Daniel Ngebu di kediamanya Wempy Bate, atasannya."	"Saya <m>marah</m>,"" kata Daniel Ngebu di kediamanya Wempy Bate, atasannya."	adjective		predicative																						
6608	ind_newscrawl_2016_1M	748339	Saya	marah	terhadap pasangan dan anak-anak saya.	Saya <m>marah</m> terhadap pasangan dan anak-anak saya.	adjective		predicative																						
1004	ind_mixed_2012_1M	365261	Saya	marah	kepadanya, tapi mari kita hadapi saja anak kecil dengan senjata AK-47 dan selilit 30 rangkai peluru.	Saya <m>marah</m> kepadanya, tapi mari kita hadapi saja anak kecil dengan senjata AK-47 dan selilit 30 rangkai peluru.	adjective		predicative																						
5454	ind_newscrawl_2012_1M	365515	Ruhut mengakui jika SBY	marah	menilik dengan kemerosotan elektabiltas partainya.	Ruhut mengakui jika SBY <m>marah</m> menilik dengan kemerosotan elektabiltas partainya.	adjective		predicative																						
4850	ind_newscrawl_2011_1M	772422	38, Fax: (0431) 879795 (Redaksi), (0431) Ngobrol ketika presiden sedang bicara SBY Semprot Tiga Pejabat Negara Presiden SBY	marah	bukan kepalang.	38, Fax: (0431) 879795 (Redaksi), (0431) Ngobrol ketika presiden sedang bicara SBY Semprot Tiga Pejabat Negara Presiden SBY <m>marah</m> bukan kepalang.	adjective		predicative																						
13530	ind-id_web_2015_3M	2964353	Wong saya saja sebelumnya	marah	, karena memang Bulog itu kan pada 13 Mei sudah diputuskan.	Wong saya saja sebelumnya <m>marah</m>, karena memang Bulog itu kan pada 13 Mei sudah diputuskan.	adjective		predicative																						
